sum0,sum1
-725952,-262120
-414940,-966751
722092,-117983
-887461,-143722
901148,-482487
-981390,-896100
204060,115759
155131,-909979
414094,-34240
-443332,-63265
872855,-942344
-315596,-283855
897496,-295816
148589,513619
-829821,64354
662019,286128
-854397,-960774
-663756,-352790
153553,858328
834519,33410
506267,886455
-131358,201546
-743914,391112
-489605,-5735
-754316,-717459
-29797,606366
-529762,123957
743418,220957
-63357,681499
-620717,-195041
614665,744230
764736,33374
890632,-873971
923371,-832220
-755218,223197
-187650,747693
-626726,-792199
604374,844709
-349811,-835514
585580,-997036
18175,-69670
-407418,-66476
407269,-508553
-634211,173080
-327449,-238766
487878,-719930
739199,964350
955393,-557888
275670,-800492
-765887,-129715
689135,-638783
-147288,-712858
692911,-732410
956940,707651
-239936,630063
-617459,-408361
-2046,15603
-225787,350893
38588,545547
409708,453744
-198368,-996792
-852143,-589952
-18422,-849512
645611,-518133
972077,-469165
434303,-672176
-836293,-95045
-616320,-601616
423017,-653123
858686,-965309
-198645,344850
-209757,938329
972042,-611500
-572189,-525757
-332897,-8789
-42486,879420
583172,-824656
-711527,148337
110904,903023
-275524,693285
400845,-366330
-171415,834473
779624,-516995
-789443,-953881
509436,-291036
295739,530528
100358,-892952
47448,684734
-965919,-494815
-980086,646563
-378598,-288574
862338,229770
-935978,-19394
870869,561612
-680212,-517789
205647,-287711
-980720,822841
535520,-855835
-481120,-67817
683401,19207
-404553,-139122
-249188,-709894
136052,-610782
895711,-947551
110376,-480447
42900,-13036
-640986,574610
578531,156626
-131168,-81528
735951,695211
-268951,-548434
-782629,-610429
-86325,869740
-938446,-163140
852155,-904705
-238655,271035
-386218,346971
-878701,914998
232139,-609014
47424,-692006
231194,883472
-711168,-436276
145002,-375425
-821984,-426831
140414,-568661
-46891,504198
727683,378075
895853,-437297
-587490,-782116
745763,-268266
-882102,936310
-924523,221682
911834,318119
426363,58917
367287,-883112
627524,-678479
850026,171704
127282,420553
-724730,-415694
-854130,672142
656593,-610451
896427,-581476
538376,-308123
721615,-1160
-875184,704821
-686838,950389
-183224,-1885
283616,-321236
637280,-818419
-328892,467105
237056,425346
-750839,296011
-514415,245239
-342984,-615825
354335,-738204
-677058,-842993
774083,-475743
-149005,777932
-915585,-770150
-797212,-757267
-175752,-681810
896492,593753
-929977,-835013
-245270,239432
-401315,-419587
-402083,591341
-348894,-585331
908507,-632014
-910242,-630018
-229960,286325
266832,515533
-460080,-899285
-288844,973858
533631,500935
-946171,-500777
650492,-95731
-899663,761198
-308783,950635
-965116,845286
460095,569144
419878,859912
387101,632396
540745,252611
-416208,989174
490578,-407525
818872,721239
-125282,701112
-33347,8307
221957,-60915
-859585,-453577
-739906,-923710
-893575,-298322
-610463,-54692
506105,81512
-678980,273517
-118426,140532
-231105,-708232
-852709,-490977
-928182,-627255
-321097,363874
-42800,-718228
125096,-353094
595115,783408
251069,-59831
454443,453536
237070,-922784
734070,-347127
-253294,-791130
880909,-201142
-230187,-93536
-886526,73449
-718490,256217
-144844,881995
-226826,-813008
-132540,-717092
942357,-308689
-314294,308798
250551,-825251
-376122,-793730
426091,-251149
-213002,591256
-65673,168207
652995,-962802
-748472,-61431
801993,6781
525037,923831
-461549,983503
-212353,-947435
990840,413944
407523,-275466
-151268,861207
-461720,244640
-351648,297091
-640220,202309
588903,158163
553079,-542404
-814964,70203
765329,-926965
421285,301016
-799988,240368
-509611,510132
347525,-800392
-223341,678620
-232523,14348
-622860,981299
-478026,-581570
468745,797660
-25134,46802
-680427,518109
486076,394908
736590,26099
-799749,282490
121913,-336971
335705,118787
-802944,-513264
-321491,987026
201118,744792
630835,997023
-491247,-688123
719489,549882
933227,70556
667874,50824
324186,468441
-867748,768255
-132674,184832
481568,967719
-890235,-505657
-994127,883672
-406411,-140447
-179707,-700540
541090,779213
-119214,161632
-661268,624197
-88305,-897747
-917747,-509331
-349763,-495514
838036,-844439
-370840,-207006
-281534,916307
663111,908700
-574542,828670
945255,335892
-687343,-40653
758685,549662
741950,457275
-150663,711639
-162522,-649639
-483843,578941
200537,667975
573394,268794
227810,-859257
-67162,-726861
-440057,-747683
411854,16904
53776,-725300
-895541,-53149
991911,673041
169558,-315574
974071,52081
856505,718959
855672,279878
-854235,-224900
330754,972120
568464,758321
-316352,-668859
-458898,893860
-917061,742106
596090,-814459
-567631,21873
304162,189836
-662291,-598964
-797119,-988022
832999,298553
424841,347993
-853933,-498520
456794,-482755
-1445,-748603
-464591,72587
84018,706842
-83505,460859
-124209,-188601
974828,-75439
-266688,-871155
-520086,996179
-572399,648652
-321699,809044
-918530,889267
-157613,-557179
484569,-96306
-923238,597304
993626,381658
601204,-345466
-671093,773368
707758,254102
5165,9867
653137,-838132
844105,369327
978131,-745548
635826,398354
306673,-30591
-792302,285097
-355789,400535
914477,638620
-630012,-423512
-885405,-184223
915535,-561040
292108,12462
-364496,532462
-877453,-759197
-636081,352988
-722999,220916
712113,-562275
-830306,533914
544937,-444536
84196,105709
-597855,-270135
835802,-96619
866650,-166063
587380,392029
802066,-672887
533688,74009
187600,-752407
212473,-197110
121633,-545621
-189948,-87541
280928,-496693
-618622,-383448
-746331,-574054
196891,133746
-237337,-633473
-830983,632370
-693275,-934817
-253012,-846254
855873,-714872
-800952,-89497
615515,578320
-900393,-698051
-399696,-617425
-50957,-831514
905234,439369
748382,183366
-587830,-952924
-376493,225404
-297969,-814056
836662,-430139
542777,-243634
860965,666857
484459,328189
-639240,-650407
-67252,-662827
-554603,-179834
-295388,-615415
680701,413658
-266790,2232
-304529,905773
639570,548620
-519422,125355
199679,-559494
807700,-866451
140197,-937565
146164,-746231
-858153,461751
880082,-159062
964840,670707
-489408,-431326
364750,619942
-64292,164418
-745607,-428077
806805,-361651
687314,-797331
639206,-878903
937454,381968
186199,-887678
-171461,-227766
-378441,41972
-276354,-203769
-860209,-360772
45117,567549
637468,92609
-299196,-8551
635901,874798
46687,-250461
-904359,637234
-388071,-528153
-682950,-535342
-494262,-142472
-180887,-316215
208219,-769341
710633,930281
324078,194844
-417866,699305
-60533,893220
-260703,-773381
334112,-959272
-151926,505184
614074,863993
-815023,319996
762032,-473575
-901062,-709929
-425716,-849633
383175,-943151
298083,-749451
-530764,-890767
285725,652665
-763096,-774589
-222140,-63943
-546856,-340273
-281119,46619
-967490,473865
-469333,-703200
-382727,-405167
-334836,333967
307105,995476
-985099,293825
-309814,-455160
686904,-236803
494402,-798138
-572531,-805656
48870,342927
-651369,-688016
409012,-838295
-605500,-94523
-671212,855092
795772,539792
-52476,-200682
-445166,-57815
126347,-251914
-100022,-822462
421498,33964
-11011,960421
707411,945147
853045,176888
-840948,-526450
363451,-486941
-958887,-407453
755238,-493887
-576873,936184
-14666,292653
-964268,-297194
970430,-825890
563118,-531065
790108,-864748
730971,376481
-865335,63784
-630577,671020
201836,-657730
592700,639279
165181,-152517
-773052,-555206
-896235,-988255
-423221,-981126
5610,678095
-604609,-884489
197042,-494232
474903,-950142
775579,-645599
748182,-646855
-12949,-609699
-21891,-909976
431569,-91260
711839,622136
-451595,-465079
10232,-851392
-756968,-854776
-177440,-27719
559297,-741004
-256918,-652759
-763124,-965046
-568387,-317276
67750,-365591
335250,662685
-160474,-439211
541677,418901
-524686,954672
-139989,223564
-56415,4387
420418,-547199
986309,760622
-392144,-410185
966631,-839491
-883630,-946061
-411000,258575
-789153,625126
-696194,-57771
-718716,577231
919951,-708153
-121112,-254043
-54014,131570
124745,-836676
-191716,-617946
-272957,-975118
761073,730114
-520381,-78907
269964,-696148
785041,-99899
-807264,601330
397864,-632566
-858602,-445133
323218,-607930
179527,-580244
-93397,-15799
-852307,-242702
-912098,118494
-343300,-201523
-221019,-995877
-663083,-669225
-418054,476239
-726499,-698821
-397236,-932962
-551551,-958549
721075,564751
151818,771484
-779493,-540462
-466737,515264
-630205,674707
-133199,561087
253427,442592
73569,157507
859213,130246
457518,-305263
855357,-298261
-557618,-567044
-93180,-304909
737919,268002
864450,866513
-893533,-397238
-984996,-44725
-739103,451016
564590,996958
-808281,121200
145364,-109268
74338,-977586
-17273,987912
-357226,25560
-170317,-723445
178749,-685666
966062,-63376
504217,991746
473506,-628142
85603,-867030
-879562,395920
74858,25879
-939297,-633401
934329,667669
903705,-810937
77765,85032
580536,-555404
-252491,252588
266614,111213
474015,-431061
153767,685410
-430840,-947257
-871439,-314264
-164422,527659
716276,760221
-252620,-432556
-476175,-597911
84179,570713
986794,269103
762659,-966898
112567,736394
-541824,-713300
-955261,-760605
990206,-337461
-547489,263792
-145635,-462280
359765,496612
-568648,451233
-734187,-901724
-487948,-107194
-685726,-175078
902139,314990
665642,620875
-319497,-805312
-412557,-985903
-184853,-60361
-418230,-700047
-635559,506458
-77291,764936
-141793,137209
54499,326687
-286068,130154
311601,-765621
-253226,920908
8715,451342
-804964,-943354
847679,-665462
-581544,-617195
-866731,880129
967495,-753491
534247,-945549
-72018,-127356
818276,-652943
-426285,543073
-938002,-170397
409024,538954
-340882,-216794
687089,146335
-935068,760275
-134669,-569647
-847508,44808
543677,73912
566909,409384
295061,516915
-44626,78297
382983,-909014
649814,-744041
-504205,570447
663158,461748
-920469,-91103
225383,1505
-259491,-468332
709907,-277564
633927,83810
789231,-600780
-587969,115566
305479,583552
-786795,-273329
-20676,162631
-243001,268240
491568,48163
-709170,-602066
-108259,483959
-754938,-622445
682792,-244236
-467296,517131
602179,390170
-641708,484510
-852012,-844513
-499421,184122
890988,174691
-78261,-420248
-14460,168170
-143175,407570
479294,-847414
147656,-557991
-185209,783034
400803,-631576
916937,69294
-498506,883441
-125534,544152
-716587,981761
-720159,942881
649436,-532675
-450416,507908
597701,303490
-236109,-611680
-527458,-602632
-266619,-408760
-245067,497333
-439973,-670294
-573909,304137
-910824,818985
-10554,-886945
-287571,-81748
19037,28374
-511433,-6088
851665,774208
-934218,-710233
-800634,-535279
-880331,28706
29497,-270315
534435,717584
799532,-776862
-861589,481337
-304752,914692
-490956,514986
-473290,-725011
-682186,293147
371659,-264599
607603,830224
-369298,462610
677768,795682
-328936,-202232
248054,531615
562464,680741
-12839,323228
-222668,-486787
-960210,813128
681212,-146523
-943064,-86269
754585,-226607
531685,-182781
-931376,-676727
480484,146792
-938159,-75095
488129,-419496
-976468,-940455
-608781,581721
-756449,503383
-686717,-574275
380370,727823
-266347,357323
-722326,276268
86661,617025
779670,146437
-350756,669929
974477,-215853
408977,-545654
701345,391715
-500183,729724
-958542,863563
-614633,-399139
-693463,841223
-361654,911838
-611339,-487042
890926,274798
524307,28980
-311774,563562
419130,-54370
28990,558896
-30936,71694
-453884,327158
-138270,-94946
674299,737313
75238,-641210
15013,-676008
-729122,-204611
-322003,-615270
956039,590732
-898455,-342987
266858,695520
-878625,978136
304708,-965411
836628,-112335
-862832,673155
987390,182809
382824,-978312
-803476,232761
110027,-899424
-863423,148993
987590,-777593
-711252,-32757
607312,-639528
-991005,-749346
-352305,471233
943425,659690
913318,738119
-734383,282307
384611,723614
-729600,186634
436844,369413
683971,509592
-555112,-398639
-233321,-99220
-372932,757270
-503913,-552649
-44432,-332626
230436,457745
971046,292538
955211,253723
466234,-693072
-806821,-439056
99718,-932552
-89666,883948
750802,-780846
788053,-420837
-455368,-551607
-559483,-599443
-89979,413598
-104474,227016
-872625,278885
670628,163226
-127176,576564
-745148,-816322
594660,635735
417019,-19062
211802,-50890
534706,-244229
-46832,791984
436837,284977
-556019,450576
-526647,-412639
-168410,453507
101789,-211273
175557,-19451
-52300,-342327
-619268,-667227
613388,-194064
237985,-540556
877045,625067
548659,629486
-254587,-793204
-571659,-472322
-800772,-448703
43600,-124515
507212,-390773
-815186,-17766
-670730,-250835
258762,197306
250194,826849
175025,652016
345722,-454022
315438,-458923
-258113,976323
181180,-415853
-511331,340373
-113384,-972812
-973597,753172
381799,-858747
-399684,763363
887707,551883
-228862,-344053
104493,-276648
-413114,-204306
578436,652681
173433,385042
-980154,-101493
